Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     diopside,clinoenstatit, hedenbergite,alumino-buffo,    buffonite,     essenite,      jadeite
109,874.63,0.400,-11.967,6.2435,3.4018,52.8233,0.0437,1.3856,0.6313,0.0000,21.5053,0.0000,22.7110,0.0000,0.0000,0.8817,0.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-89.285,-74.329,13.031,1.835,7.363,-0.672048,0.963638,0.667422,0.022056,-0.019614,0.037243,0.001303
110,874.62,0.400,-11.967,6.2436,3.4018,52.8233,0.0437,1.3855,0.6313,0.0000,21.5055,0.0000,22.7108,0.0000,0.0000,0.8817,0.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-89.287,-74.330,13.031,1.835,7.364,-0.672057,0.963638,0.667432,0.022055,-0.019614,0.037242,0.001303
111,874.52,0.350,-11.974,6.3704,3.4058,52.7541,0.0422,1.3690,0.6322,0.0000,21.8141,0.0000,22.4985,0.0000,0.0000,0.8721,0.0177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.879,-75.629,13.287,1.870,7.505,-0.682646,0.963999,0.678007,0.021685,-0.019326,0.037007,0.001275
112,874.52,0.350,-11.974,6.3706,3.4058,52.7541,0.0422,1.3690,0.6322,0.0000,21.8141,0.0000,22.4985,0.0000,0.0000,0.8721,0.0177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.881,-75.631,13.288,1.871,7.505,-0.682646,0.963999,0.678007,0.021685,-0.019326,0.037007,0.001275
113,874.51,0.350,-11.974,6.3708,3.4058,52.7541,0.0422,1.3690,0.6322,0.0000,21.8145,0.0000,22.4983,0.0000,0.0000,0.8721,0.0177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.883,-75.633,13.288,1.871,7.505,-0.682656,0.963999,0.678019,0.021684,-0.019325,0.037005,0.001275
114,874.17,0.300,-11.985,6.5101,3.4102,52.6770,0.0406,1.3518,0.6329,0.0000,22.1552,0.0000,22.2631,0.0000,0.0000,0.8621,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-92.617,-77.051,13.567,1.909,7.660,-0.694385,0.964373,0.689733,0.021306,-0.019030,0.036760,0.001244
115,874.17,0.300,-11.985,6.5103,3.4102,52.6770,0.0406,1.3518,0.6329,0.0000,22.1552,0.0000,22.2631,0.0000,0.0000,0.8621,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-92.619,-77.053,13.568,1.909,7.660,-0.694385,0.964373,0.689733,0.021306,-0.019030,0.036760,0.001244
116,874.16,0.300,-11.985,6.5105,3.4102,52.6770,0.0406,1.3518,0.6329,0.0000,22.1556,0.0000,22.2628,0.0000,0.0000,0.8621,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-92.622,-77.055,13.568,1.909,7.660,-0.694397,0.964373,0.689747,0.021305,-0.019030,0.036758,0.001244
117,876.43,0.250,-11.948,6.6168,3.4104,52.6653,0.0410,1.3475,0.6375,0.0000,22.2019,0.0000,22.2346,0.0000,0.0000,0.8552,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-94.137,-78.268,13.804,1.940,7.786,-0.696257,0.964654,0.691343,0.021168,-0.018874,0.036735,0.001231
118,876.43,0.250,-11.948,6.6168,3.4104,52.6653,0.0410,1.3475,0.6375,0.0000,22.2019,0.0000,22.2346,0.0000,0.0000,0.8552,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-94.137,-78.268,13.804,1.940,7.786,-0.696257,0.964654,0.691343,0.021168,-0.018874,0.036735,0.001231
119,876.44,0.250,-11.948,6.6167,3.4104,52.6652,0.0410,1.3475,0.6375,0.0000,22.2021,0.0000,22.2345,0.0000,0.0000,0.8552,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-94.136,-78.267,13.804,1.940,7.786,-0.696263,0.964654,0.691348,0.021168,-0.018874,0.036736,0.001231
120,879.40,0.200,-11.898,6.7104,3.4087,52.6835,0.0422,1.3492,0.6423,0.0000,22.1167,0.0000,22.2997,0.0000,0.0000,0.8494,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-95.584,-79.422,14.023,1.969,7.901,-0.693691,0.964905,0.688406,0.021168,-0.018804,0.036795,0.001221
121,879.40,0.200,-11.898,6.7103,3.4087,52.6835,0.0422,1.3492,0.6423,0.0000,22.1167,0.0000,22.2997,0.0000,0.0000,0.8494,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-95.583,-79.422,14.022,1.969,7.901,-0.693691,0.964905,0.688406,0.021168,-0.018804,0.036795,0.001221
122,879.41,0.200,-11.898,6.7103,3.4087,52.6834,0.0422,1.3492,0.6424,0.0000,22.1168,0.0000,22.2996,0.0000,0.0000,0.8494,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-95.582,-79.421,14.022,1.969,7.901,-0.693696,0.964905,0.688410,0.021168,-0.018804,0.036795,0.001221
123,881.73,0.150,-11.860,6.8049,3.4068,52.7072,0.0440,1.3546,0.6453,0.0000,22.0052,0.0000,22.3850,0.0000,0.0000,0.8420,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-97.062,-80.616,14.240,1.997,8.018,-0.690356,0.965237,0.684560,0.021290,-0.018827,0.036891,0.001205
124,881.73,0.150,-11.860,6.8048,3.4068,52.7072,0.0440,1.3546,0.6453,0.0000,22.0052,0.0000,22.3850,0.0000,0.0000,0.8420,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-97.061,-80.615,14.240,1.997,8.018,-0.690356,0.965237,0.684560,0.021290,-0.018827,0.036891,0.001205
125,881.74,0.150,-11.860,6.8048,3.4068,52.7072,0.0440,1.3546,0.6453,0.0000,22.0053,0.0000,22.3849,0.0000,0.0000,0.8420,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-97.060,-80.615,14.240,1.997,8.018,-0.690358,0.965237,0.684562,0.021290,-0.018827,0.036892,0.001205
126,882.99,0.100,-11.842,6.9396,3.4068,52.6883,0.0444,1.3784,0.6541,0.0000,22.0104,0.0000,22.3827,0.0000,0.0000,0.8256,0.0163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-99.006,-82.206,14.531,2.037,8.178,-0.691852,0.965925,0.684729,0.021717,-0.019232,0.037541,0.001172
127,882.99,0.100,-11.842,6.9396,3.4068,52.6883,0.0444,1.3784,0.6541,0.0000,22.0104,0.0000,22.3827,0.0000,0.0000,0.8256,0.0163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-99.006,-82.206,14.531,2.037,8.178,-0.691852,0.965925,0.684729,0.021717,-0.019232,0.037541,0.001172
128,882.98,0.100,-11.842,6.9397,3.4068,52.6883,0.0444,1.3784,0.6541,0.0000,22.0104,0.0000,22.3826,0.0000,0.0000,0.8255,0.0162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-99.007,-82.207,14.531,2.037,8.178,-0.691855,0.965925,0.684732,0.021717,-0.019232,0.037541,0.001172
129,881.45,0.050,-11.875,7.1162,3.4088,52.6103,0.0450,1.4614,0.6713,0.0000,22.1057,0.0000,22.3158,0.0000,0.0000,0.7752,0.0153,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-101.436,-84.246,14.888,2.088,8.383,-0.699212,0.967989,0.687966,0.023355,-0.020838,0.039637,0.001103
130,881.45,0.050,-11.875,7.1163,3.4088,52.6103,0.0450,1.4614,0.6713,0.0000,22.1057,0.0000,22.3158,0.0000,0.0000,0.7752,0.0153,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-101.436,-84.246,14.889,2.088,8.383,-0.699212,0.967989,0.687966,0.023355,-0.020838,0.039637,0.001103
