Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),       albite,    anorthite,     sanidine
11,863.79,2.250,-11.990,23.6097,2.6315,57.0297,0.0000,27.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.1821,6.2161,0.3129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-390.424,-331.726,51.628,8.972,28.448,0.540721,0.441371,0.017908
12,863.79,2.250,-11.990,23.6090,2.6315,57.0296,0.0000,27.2593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.1821,6.2161,0.3129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-390.414,-331.717,51.627,8.972,28.448,0.540718,0.441375,0.017907
13,863.51,2.200,-12.000,23.5823,2.6314,57.0139,0.0000,27.2702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.1948,6.2097,0.3114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-390.006,-331.399,51.560,8.962,28.414,0.540180,0.441998,0.017822
14,863.52,2.200,-12.000,23.5817,2.6314,57.0138,0.0000,27.2703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.1949,6.2097,0.3114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-389.995,-331.390,51.559,8.962,28.414,0.540177,0.442001,0.017822
15,863.24,2.150,-12.010,23.5547,2.6313,56.9980,0.0000,27.2813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2076,6.2032,0.3099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-389.582,-331.066,51.492,8.952,28.380,0.539635,0.442629,0.017736
16,863.25,2.150,-12.010,23.5541,2.6313,56.9979,0.0000,27.2813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2077,6.2032,0.3099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-389.571,-331.057,51.491,8.951,28.379,0.539631,0.442633,0.017736
17,862.97,2.100,-12.020,23.5268,2.6313,56.9820,0.0000,27.2924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2205,6.1967,0.3084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-389.153,-330.730,51.423,8.941,28.345,0.539086,0.443264,0.017650
18,862.97,2.100,-12.020,23.5261,2.6313,56.9819,0.0000,27.2925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2206,6.1967,0.3084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-389.142,-330.720,51.422,8.941,28.344,0.539082,0.443268,0.017650
19,862.69,2.050,-12.030,23.4985,2.6312,56.9658,0.0000,27.3036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2335,6.1902,0.3069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-388.718,-330.389,51.354,8.931,28.310,0.538532,0.443903,0.017564
20,862.70,2.050,-12.030,23.4978,2.6312,56.9657,0.0000,27.3037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2336,6.1901,0.3069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-388.707,-330.379,51.352,8.931,28.309,0.538529,0.443907,0.017564
21,862.42,2.000,-12.040,23.4700,2.6311,56.9496,0.0000,27.3149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2466,6.1836,0.3054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-388.279,-330.043,51.283,8.920,28.274,0.537975,0.444547,0.017478
22,862.42,2.000,-12.040,23.4692,2.6311,56.9495,0.0000,27.3149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2467,6.1835,0.3053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-388.267,-330.033,51.282,8.920,28.273,0.537971,0.444551,0.017478
23,862.14,1.950,-12.050,23.4411,2.6310,56.9333,0.0000,27.3262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2598,6.1769,0.3038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-387.833,-329.693,51.212,8.909,28.238,0.537413,0.445195,0.017392
24,862.14,1.950,-12.050,23.4404,2.6310,56.9332,0.0000,27.3263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2599,6.1768,0.3038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-387.822,-329.682,51.211,8.909,28.237,0.537409,0.445199,0.017392
25,861.86,1.900,-12.060,23.4119,2.6310,56.9169,0.0000,27.3376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2730,6.1702,0.3023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-387.383,-329.338,51.141,8.899,28.202,0.536847,0.445847,0.017306
26,861.87,1.900,-12.060,23.4111,2.6310,56.9167,0.0000,27.3377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2731,6.1701,0.3023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-387.371,-329.327,51.139,8.898,28.201,0.536843,0.445851,0.017305
27,861.58,1.850,-12.071,23.3824,2.6309,56.9003,0.0000,27.3491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2864,6.1634,0.3008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-386.927,-328.979,51.068,8.888,28.165,0.536277,0.446503,0.017219
28,861.59,1.850,-12.070,23.3816,2.6309,56.9002,0.0000,27.3492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2865,6.1634,0.3008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-386.915,-328.968,51.067,8.887,28.164,0.536273,0.446508,0.017219
29,861.30,1.800,-12.081,23.3526,2.6308,56.8836,0.0000,27.3607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2998,6.1566,0.2993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-386.466,-328.615,50.995,8.876,28.128,0.535703,0.447164,0.017133
30,861.31,1.800,-12.081,23.3518,2.6308,56.8835,0.0000,27.3607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2999,6.1566,0.2993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-386.454,-328.604,50.993,8.876,28.127,0.535699,0.447169,0.017132
31,861.02,1.750,-12.091,23.3224,2.6308,56.8669,0.0000,27.3723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3133,6.1498,0.2977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-386.000,-328.247,50.921,8.865,28.091,0.535124,0.447830,0.017046
32,861.03,1.750,-12.091,23.3216,2.6308,56.8668,0.0000,27.3724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3134,6.1497,0.2977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-385.987,-328.235,50.920,8.865,28.090,0.535120,0.447834,0.017046
33,860.74,1.700,-12.101,23.2920,2.6307,56.8500,0.0000,27.3840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3269,6.1428,0.2962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-385.529,-327.874,50.847,8.854,28.053,0.534542,0.448499,0.016959
34,860.75,1.700,-12.101,23.2912,2.6307,56.8499,0.0000,27.3841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3270,6.1428,0.2962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-385.515,-327.862,50.845,8.854,28.052,0.534537,0.448504,0.016959
35,860.46,1.650,-12.111,23.2612,2.6306,56.8330,0.0000,27.3958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3406,6.1359,0.2947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-385.052,-327.497,50.771,8.842,28.014,0.533954,0.449173,0.016872
36,860.46,1.650,-12.111,23.2604,2.6306,56.8329,0.0000,27.3959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3407,6.1358,0.2947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-385.038,-327.485,50.770,8.842,28.013,0.533950,0.449178,0.016872
37,860.18,1.600,-12.121,23.2301,2.6306,56.8159,0.0000,27.4077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3544,6.1289,0.2932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-384.569,-327.115,50.695,8.831,27.976,0.533363,0.449852,0.016785
38,860.18,1.600,-12.121,23.2293,2.6306,56.8158,0.0000,27.4078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3545,6.1288,0.2932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-384.555,-327.103,50.694,8.830,27.975,0.533358,0.449857,0.016785
39,860.07,1.550,-12.128,23.3040,2.6303,56.8206,0.0000,27.4045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3507,6.1312,0.2929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-385.830,-328.200,50.856,8.860,28.065,0.533562,0.449669,0.016769
40,860.07,1.550,-12.128,23.3048,2.6303,56.8206,0.0000,27.4045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3507,6.1312,0.2929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-385.843,-328.211,50.857,8.860,28.066,0.533562,0.449669,0.016769
41,860.07,1.550,-12.128,23.3024,2.6303,56.8202,0.0000,27.4048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3510,6.1311,0.2929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-385.805,-328.178,50.852,8.859,28.063,0.533547,0.449685,0.016768
42,860.82,1.500,-12.119,23.9209,2.6292,56.9372,0.0000,27.3246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2576,6.1815,0.2991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-396.119,-336.882,52.238,9.098,28.815,0.537801,0.445079,0.017121
43,860.82,1.500,-12.119,23.9396,2.6292,56.9372,0.0000,27.3246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2576,6.1815,0.2991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-396.427,-337.144,52.279,9.105,28.837,0.537801,0.445079,0.017121
44,860.83,1.500,-12.119,23.9373,2.6292,56.9368,0.0000,27.3249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2579,6.1813,0.2991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-396.390,-337.112,52.274,9.104,28.835,0.537787,0.445094,0.017119
45,861.59,1.450,-12.109,24.5669,2.6281,57.0539,0.0000,27.2446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.1643,6.2317,0.3056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-406.891,-345.970,53.687,9.348,29.600,0.542031,0.440483,0.017486
46,861.59,1.450,-12.109,24.5916,2.6281,57.0540,0.0000,27.2445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.1642,6.2317,0.3056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-407.301,-346.319,53.741,9.357,29.630,0.542033,0.440481,0.017486
47,861.60,1.450,-12.109,24.5894,2.6281,57.0536,0.0000,27.2448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.1645,6.2315,0.3055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-407.264,-346.287,53.736,9.356,29.628,0.542020,0.440495,0.017485
48,862.38,1.400,-12.099,25.2298,2.6269,57.1707,0.0000,27.1644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0709,6.2817,0.3123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-417.948,-355.296,55.174,9.604,30.407,0.546250,0.435884,0.017866
49,862.38,1.400,-12.099,25.2575,2.6269,57.1709,0.0000,27.1643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0708,6.2818,0.3123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-418.408,-355.687,55.235,9.615,30.440,0.546255,0.435878,0.017867
50,862.39,1.400,-12.099,25.2553,2.6269,57.1705,0.0000,27.1645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0710,6.2817,0.3123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-418.372,-355.656,55.230,9.614,30.437,0.546242,0.435892,0.017865
51,863.19,1.350,-12.089,25.9067,2.6258,57.2876,0.0000,27.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.9774,6.3317,0.3193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-429.243,-364.817,56.695,9.866,31.230,0.550455,0.431283,0.018262
52,863.19,1.350,-12.089,25.9366,2.6258,57.2879,0.0000,27.0839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.9771,6.3318,0.3193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-429.739,-365.240,56.761,9.878,31.266,0.550466,0.431271,0.018263
53,863.19,1.350,-12.089,25.9345,2.6258,57.2876,0.0000,27.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.9774,6.3317,0.3193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-429.704,-365.210,56.756,9.877,31.264,0.550454,0.431284,0.018262
54,864.02,1.300,-12.078,26.5972,2.6247,57.4046,0.0000,27.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.8837,6.3815,0.3266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-440.768,-374.529,58.249,10.134,32.071,0.554648,0.426677,0.018675
55,864.01,1.300,-12.078,26.6293,2.6246,57.4051,0.0000,27.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.8833,6.3817,0.3266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-441.300,-374.982,58.319,10.146,32.109,0.554665,0.426658,0.018676
56,864.02,1.300,-12.078,26.6273,2.6247,57.4048,0.0000,27.0035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.8836,6.3816,0.3266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-441.266,-374.953,58.315,10.145,32.107,0.554654,0.426671,0.018675
57,864.87,1.250,-12.067,27.3016,2.6235,57.5217,0.0000,26.9230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.7899,6.4312,0.3342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-452.529,-384.435,59.835,10.407,32.928,0.558829,0.422066,0.019106
58,864.86,1.250,-12.067,27.3361,2.6235,57.5224,0.0000,26.9225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.7893,6.4315,0.3342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-453.100,-384.922,59.911,10.420,32.970,0.558854,0.422038,0.019108
59,864.86,1.250,-12.067,27.3341,2.6235,57.5221,0.0000,26.9227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.7895,6.4314,0.3342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-453.068,-384.894,59.907,10.419,32.968,0.558843,0.422049,0.019107
60,865.74,1.200,-12.055,28.0205,2.6223,57.6390,0.0000,26.8422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6958,6.4808,0.3422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-464.536,-394.544,61.457,10.685,33.804,0.562996,0.417448,0.019557
61,865.71,1.200,-12.056,28.0577,2.6223,57.6400,0.0000,26.8416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6951,6.4812,0.3422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-465.151,-395.067,61.538,10.699,33.849,0.563030,0.417410,0.019561
62,865.72,1.200,-12.056,28.0558,2.6223,57.6397,0.0000,26.8418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6953,6.4810,0.3422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-465.120,-395.041,61.534,10.699,33.847,0.563020,0.417420,0.019559
63,866.62,1.150,-12.044,28.7546,2.6212,57.7565,0.0000,26.7612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6016,6.5302,0.3505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-476.799,-404.864,63.114,10.970,34.698,0.567148,0.412823,0.020029
64,866.59,1.150,-12.044,28.7947,2.6212,57.7577,0.0000,26.7604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6006,6.5307,0.3506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-477.461,-405.428,63.201,10.985,34.747,0.567192,0.412774,0.020034
65,866.60,1.150,-12.044,28.7929,2.6212,57.7574,0.0000,26.7606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6008,6.5306,0.3506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-477.432,-405.403,63.198,10.985,34.745,0.567183,0.412784,0.020033
66,867.52,1.100,-12.032,29.5044,2.6200,57.8740,0.0000,26.6801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5072,6.5794,0.3593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-489.327,-415.402,64.809,11.261,35.612,0.571284,0.408192,0.020524
67,867.48,1.100,-12.032,29.5475,2.6200,57.8756,0.0000,26.6790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5060,6.5800,0.3594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-490.040,-416.010,64.902,11.278,35.664,0.571338,0.408131,0.020531
68,867.49,1.100,-12.032,29.5459,2.6200,57.8753,0.0000,26.6792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5062,6.5799,0.3594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-490.014,-415.987,64.899,11.277,35.662,0.571330,0.408140,0.020530
69,868.44,1.050,-12.019,30.2702,2.6189,57.9917,0.0000,26.5987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4127,6.6284,0.3685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-502.128,-426.165,66.542,11.559,36.546,0.575399,0.403557,0.021045
70,868.39,1.050,-12.020,30.3167,2.6189,57.9936,0.0000,26.5975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4112,6.6292,0.3686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-502.895,-426.820,66.642,11.576,36.602,0.575463,0.403484,0.021053
71,868.39,1.050,-12.020,30.3152,2.6189,57.9934,0.0000,26.5976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4113,6.6291,0.3686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-502.871,-426.799,66.639,11.576,36.600,0.575456,0.403492,0.021052
72,869.37,1.000,-12.007,31.0525,2.6177,58.1094,0.0000,26.5173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3180,6.6772,0.3781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-515.208,-437.158,68.314,11.863,37.500,0.579490,0.398919,0.021592
73,869.31,1.000,-12.008,31.1025,2.6177,58.1116,0.0000,26.5158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3163,6.6780,0.3783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-516.032,-437.862,68.422,11.882,37.560,0.579564,0.398834,0.021602
74,869.31,1.000,-12.008,31.1012,2.6177,58.1114,0.0000,26.5159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3164,6.6780,0.3783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-516.010,-437.843,68.419,11.881,37.558,0.579558,0.398841,0.021601
75,870.32,0.950,-11.994,31.8516,2.6165,58.2270,0.0000,26.4358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2233,6.7256,0.3883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-528.570,-448.383,70.126,12.173,38.474,0.583551,0.394282,0.022167
76,870.24,0.950,-11.995,31.9051,2.6165,58.2295,0.0000,26.4341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2213,6.7266,0.3885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-529.452,-449.139,70.242,12.194,38.539,0.583636,0.394185,0.022179
77,870.25,0.950,-11.995,31.9039,2.6165,58.2293,0.0000,26.4342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2214,6.7265,0.3885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-529.433,-449.122,70.239,12.193,38.537,0.583631,0.394191,0.022179
78,871.28,0.900,-11.981,32.6675,2.6153,58.3445,0.0000,26.3542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1286,6.7736,0.3990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-542.218,-459.844,71.978,12.491,39.470,0.587577,0.389649,0.022774
79,871.19,0.900,-11.983,32.7246,2.6153,58.3472,0.0000,26.3523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1264,6.7747,0.3993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-543.158,-460.650,72.101,12.513,39.539,0.587671,0.389541,0.022788
80,871.19,0.900,-11.983,32.7236,2.6153,58.3471,0.0000,26.3524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1265,6.7747,0.3993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-543.142,-460.636,72.099,12.512,39.537,0.587667,0.389546,0.022787
81,872.25,0.850,-11.968,33.5002,2.6142,58.4617,0.0000,26.2728,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0341,6.8211,0.4103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-556.150,-471.538,73.871,12.815,40.486,0.591561,0.385026,0.023414
82,872.14,0.850,-11.970,33.5609,2.6142,58.4647,0.0000,26.2707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0317,6.8223,0.4106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-557.149,-472.396,74.001,12.838,40.559,0.591663,0.384907,0.023430
83,872.15,0.850,-11.970,33.5601,2.6142,58.4646,0.0000,26.2708,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0317,6.8223,0.4106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-557.136,-472.385,74.000,12.838,40.558,0.591660,0.384911,0.023429
84,873.23,0.800,-11.954,34.3497,2.6130,58.5784,0.0000,26.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9397,6.8681,0.4223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-570.365,-483.466,75.803,13.146,41.523,0.595495,0.380416,0.024089
85,873.11,0.800,-11.956,34.4139,2.6130,58.5816,0.0000,26.1892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9371,6.8694,0.4226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-571.422,-484.373,75.941,13.170,41.600,0.595604,0.380289,0.024108
86,873.11,0.800,-11.956,34.4133,2.6130,58.5816,0.0000,26.1893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9372,6.8694,0.4226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-571.412,-484.365,75.940,13.170,41.600,0.595601,0.380291,0.024107
