Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     chromite,    hercynite,    magnetite,       spinel,   ulvospinel
11,863.79,2.250,-11.990,1.5175,4.8295,0.0000,9.3574,2.8847,49.0149,0.0000,35.9697,0.0000,2.7733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.061,-7.804,2.865,0.314,1.371,0.000000,-0.089574,0.678544,0.152119,0.258911
12,863.79,2.250,-11.990,1.5174,4.8295,0.0000,9.3573,2.8847,49.0150,0.0000,35.9696,0.0000,2.7734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.061,-7.804,2.865,0.314,1.371,0.000000,-0.089574,0.678546,0.152121,0.258908
13,863.51,2.200,-12.000,1.5275,4.8291,0.0000,9.3603,2.8811,49.0198,0.0000,35.9541,0.0000,2.7848,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.137,-7.860,2.883,0.316,1.380,0.000000,-0.090276,0.678565,0.152739,0.258972
14,863.52,2.200,-12.000,1.5275,4.8291,0.0000,9.3602,2.8811,49.0199,0.0000,35.9539,0.0000,2.7849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.137,-7.859,2.883,0.316,1.380,0.000000,-0.090277,0.678566,0.152741,0.258970
15,863.24,2.150,-12.010,1.5375,4.8286,0.0000,9.3631,2.8775,49.0247,0.0000,35.9383,0.0000,2.7964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.213,-7.915,2.902,0.318,1.389,0.000000,-0.090981,0.678587,0.153362,0.259032
16,863.25,2.150,-12.010,1.5375,4.8286,0.0000,9.3630,2.8776,49.0249,0.0000,35.9381,0.0000,2.7964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.212,-7.914,2.902,0.318,1.389,0.000000,-0.090982,0.678588,0.153364,0.259030
17,862.97,2.100,-12.020,1.5475,4.8282,0.0000,9.3659,2.8739,49.0298,0.0000,35.9223,0.0000,2.8080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.288,-7.970,2.921,0.321,1.398,0.000000,-0.091690,0.678609,0.153989,0.259091
18,862.97,2.100,-12.020,1.5474,4.8282,0.0000,9.3658,2.8740,49.0300,0.0000,35.9222,0.0000,2.8081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.288,-7.969,2.921,0.320,1.398,0.000000,-0.091690,0.678611,0.153991,0.259088
19,862.69,2.050,-12.030,1.5574,4.8278,0.0000,9.3686,2.8704,49.0350,0.0000,35.9062,0.0000,2.8197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.363,-8.025,2.939,0.323,1.408,0.000000,-0.092402,0.678633,0.154620,0.259148
20,862.70,2.050,-12.030,1.5574,4.8278,0.0000,9.3685,2.8705,49.0352,0.0000,35.9061,0.0000,2.8198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.363,-8.024,2.939,0.323,1.407,0.000000,-0.092402,0.678635,0.154622,0.259146
21,862.42,2.000,-12.040,1.5674,4.8273,0.0000,9.3713,2.8669,49.0403,0.0000,35.8900,0.0000,2.8315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.439,-8.080,2.958,0.325,1.417,0.000000,-0.093117,0.678658,0.155254,0.259204
22,862.42,2.000,-12.040,1.5673,4.8273,0.0000,9.3712,2.8669,49.0405,0.0000,35.8898,0.0000,2.8315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.438,-8.079,2.958,0.325,1.417,0.000000,-0.093117,0.678660,0.155256,0.259201
23,862.14,1.950,-12.050,1.5773,4.8269,0.0000,9.3740,2.8634,49.0458,0.0000,35.8736,0.0000,2.8433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.514,-8.135,2.977,0.327,1.426,0.000000,-0.093835,0.678684,0.155892,0.259259
24,862.14,1.950,-12.050,1.5773,4.8269,0.0000,9.3739,2.8634,49.0459,0.0000,35.8734,0.0000,2.8434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.514,-8.134,2.977,0.327,1.426,0.000000,-0.093836,0.678686,0.155894,0.259256
25,861.86,1.900,-12.060,1.5872,4.8265,0.0000,9.3766,2.8599,49.0513,0.0000,35.8570,0.0000,2.8552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.589,-8.190,2.995,0.329,1.435,0.000000,-0.094557,0.678711,0.156534,0.259312
26,861.87,1.900,-12.060,1.5872,4.8265,0.0000,9.3765,2.8600,49.0514,0.0000,35.8569,0.0000,2.8553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.589,-8.189,2.995,0.329,1.435,0.000000,-0.094557,0.678713,0.156536,0.259309
27,861.58,1.850,-12.071,1.5971,4.8260,0.0000,9.3791,2.8564,49.0569,0.0000,35.8404,0.0000,2.8672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.664,-8.244,3.014,0.331,1.444,0.000000,-0.095282,0.678739,0.157179,0.259363
28,861.59,1.850,-12.070,1.5971,4.8260,0.0000,9.3790,2.8565,49.0570,0.0000,35.8402,0.0000,2.8673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.664,-8.244,3.014,0.331,1.444,0.000000,-0.095283,0.678741,0.157182,0.259360
29,861.30,1.800,-12.081,1.6070,4.8256,0.0000,9.3816,2.8530,49.0626,0.0000,35.8235,0.0000,2.8793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.739,-8.299,3.032,0.333,1.453,0.000000,-0.096011,0.678769,0.157829,0.259413
30,861.31,1.800,-12.081,1.6070,4.8256,0.0000,9.3815,2.8530,49.0628,0.0000,35.8234,0.0000,2.8793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.739,-8.299,3.032,0.333,1.453,0.000000,-0.096011,0.678770,0.157831,0.259410
31,861.02,1.750,-12.091,1.6169,4.8251,0.0000,9.3841,2.8495,49.0685,0.0000,35.8065,0.0000,2.8914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.814,-8.354,3.051,0.335,1.462,0.000000,-0.096743,0.678799,0.158482,0.259462
32,861.03,1.750,-12.091,1.6168,4.8251,0.0000,9.3840,2.8496,49.0686,0.0000,35.8064,0.0000,2.8915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.814,-8.354,3.051,0.335,1.462,0.000000,-0.096743,0.678801,0.158484,0.259459
33,860.74,1.700,-12.101,1.6267,4.8247,0.0000,9.3865,2.8461,49.0744,0.0000,35.7894,0.0000,2.9036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.889,-8.409,3.069,0.337,1.471,0.000000,-0.097478,0.678830,0.159139,0.259509
34,860.75,1.700,-12.101,1.6267,4.8247,0.0000,9.3864,2.8462,49.0746,0.0000,35.7892,0.0000,2.9037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.889,-8.409,3.069,0.337,1.471,0.000000,-0.097479,0.678832,0.159141,0.259506
35,860.46,1.650,-12.111,1.6366,4.8242,0.0000,9.3889,2.8427,49.0805,0.0000,35.7721,0.0000,2.9159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.964,-8.464,3.087,0.339,1.480,0.000000,-0.098217,0.678863,0.159800,0.259555
36,860.46,1.650,-12.111,1.6365,4.8242,0.0000,9.3887,2.8428,49.0806,0.0000,35.7719,0.0000,2.9159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.963,-8.464,3.087,0.339,1.480,0.000000,-0.098218,0.678864,0.159802,0.259552
37,860.18,1.600,-12.121,1.6464,4.8238,0.0000,9.3912,2.8393,49.0866,0.0000,35.7546,0.0000,2.9282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.038,-8.519,3.106,0.341,1.489,0.000000,-0.098960,0.678896,0.160464,0.259600
38,860.18,1.600,-12.121,1.6463,4.8238,0.0000,9.3911,2.8394,49.0868,0.0000,35.7545,0.0000,2.9283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.038,-8.518,3.106,0.341,1.489,0.000000,-0.098961,0.678898,0.160467,0.259596
39,860.07,1.550,-12.128,1.6560,4.8234,0.0000,9.3925,2.8349,49.0944,0.0000,35.7405,0.0000,2.9377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.111,-8.571,3.124,0.343,1.497,0.000000,-0.099568,0.678972,0.160974,0.259622
40,860.07,1.550,-12.128,1.6560,4.8234,0.0000,9.3925,2.8349,49.0944,0.0000,35.7405,0.0000,2.9377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.112,-8.571,3.124,0.343,1.497,0.000000,-0.099568,0.678972,0.160974,0.259622
41,860.07,1.550,-12.128,1.6559,4.8234,0.0000,9.3923,2.8351,49.0947,0.0000,35.7402,0.0000,2.9378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.111,-8.571,3.124,0.343,1.497,0.000000,-0.099571,0.678974,0.160979,0.259617
42,860.82,1.500,-12.119,1.6645,4.8235,0.0000,9.3894,2.8245,49.1092,0.0000,35.7454,0.0000,2.9315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.174,-8.613,3.141,0.345,1.505,0.000000,-0.099462,0.679247,0.160649,0.259565
43,860.82,1.500,-12.119,1.6658,4.8235,0.0000,9.3894,2.8245,49.1092,0.0000,35.7454,0.0000,2.9314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.184,-8.619,3.143,0.345,1.506,0.000000,-0.099462,0.679247,0.160649,0.259565
44,860.83,1.500,-12.119,1.6657,4.8235,0.0000,9.3892,2.8247,49.1094,0.0000,35.7451,0.0000,2.9316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.183,-8.619,3.143,0.345,1.506,0.000000,-0.099464,0.679250,0.160655,0.259560
45,861.59,1.450,-12.109,1.6739,4.8237,0.0000,9.3870,2.8137,49.1229,0.0000,35.7519,0.0000,2.9245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.244,-8.659,3.159,0.347,1.514,0.000000,-0.099330,0.679513,0.160288,0.259528
46,861.59,1.450,-12.109,1.6756,4.8237,0.0000,9.3870,2.8136,49.1228,0.0000,35.7520,0.0000,2.9245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.256,-8.667,3.163,0.347,1.515,0.000000,-0.099329,0.679513,0.160287,0.259529
47,861.60,1.450,-12.109,1.6755,4.8237,0.0000,9.3868,2.8138,49.1231,0.0000,35.7517,0.0000,2.9246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.255,-8.667,3.162,0.347,1.515,0.000000,-0.099332,0.679516,0.160293,0.259523
48,862.38,1.400,-12.099,1.6834,4.8239,0.0000,9.3852,2.8023,49.1355,0.0000,35.7600,0.0000,2.9169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.313,-8.704,3.178,0.349,1.522,0.000000,-0.099171,0.679770,0.159890,0.259511
49,862.38,1.400,-12.099,1.6852,4.8239,0.0000,9.3853,2.8022,49.1354,0.0000,35.7602,0.0000,2.9169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.326,-8.714,3.182,0.349,1.524,0.000000,-0.099170,0.679769,0.159887,0.259513
50,862.39,1.400,-12.099,1.6851,4.8239,0.0000,9.3851,2.8023,49.1357,0.0000,35.7599,0.0000,2.9170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.326,-8.713,3.181,0.349,1.524,0.000000,-0.099172,0.679772,0.159893,0.259508
51,863.19,1.350,-12.089,1.6925,4.8241,0.0000,9.3842,2.7903,49.1471,0.0000,35.7699,0.0000,2.9085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.380,-8.748,3.196,0.351,1.531,0.000000,-0.098983,0.680017,0.159451,0.259515
52,863.19,1.350,-12.089,1.6944,4.8241,0.0000,9.3844,2.7902,49.1469,0.0000,35.7701,0.0000,2.9084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.394,-8.758,3.200,0.351,1.532,0.000000,-0.098981,0.680015,0.159446,0.259520
53,863.19,1.350,-12.089,1.6944,4.8241,0.0000,9.3842,2.7903,49.1471,0.0000,35.7698,0.0000,2.9085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.394,-8.758,3.200,0.351,1.532,0.000000,-0.098983,0.680017,0.159451,0.259515
54,864.02,1.300,-12.078,1.7013,4.8244,0.0000,9.3840,2.7778,49.1573,0.0000,35.7816,0.0000,2.8993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.445,-8.790,3.214,0.353,1.538,0.000000,-0.098765,0.680251,0.158969,0.259545
55,864.01,1.300,-12.078,1.7033,4.8244,0.0000,9.3843,2.7776,49.1569,0.0000,35.7821,0.0000,2.8992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.459,-8.800,3.218,0.353,1.540,0.000000,-0.098761,0.680248,0.158961,0.259553
56,864.02,1.300,-12.078,1.7032,4.8244,0.0000,9.3841,2.7777,49.1572,0.0000,35.7818,0.0000,2.8993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.458,-8.800,3.217,0.353,1.540,0.000000,-0.098763,0.680250,0.158966,0.259547
57,864.87,1.250,-12.067,1.7096,4.8246,0.0000,9.3847,2.7646,49.1660,0.0000,35.7955,0.0000,2.8893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.505,-8.829,3.231,0.354,1.546,0.000000,-0.098513,0.680472,0.158440,0.259602
58,864.86,1.250,-12.067,1.7116,4.8246,0.0000,9.3851,2.7643,49.1655,0.0000,35.7961,0.0000,2.8890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.520,-8.839,3.234,0.355,1.548,0.000000,-0.098508,0.680466,0.158428,0.259614
59,864.86,1.250,-12.067,1.7116,4.8246,0.0000,9.3849,2.7644,49.1657,0.0000,35.7958,0.0000,2.8891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.519,-8.839,3.234,0.355,1.548,0.000000,-0.098510,0.680468,0.158433,0.259609
60,865.74,1.200,-12.055,1.7174,4.8249,0.0000,9.3864,2.7506,49.1731,0.0000,35.8116,0.0000,2.8782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.562,-8.865,3.246,0.356,1.553,0.000000,-0.098226,0.680676,0.157860,0.259690
61,865.71,1.200,-12.056,1.7195,4.8250,0.0000,9.3870,2.7502,49.1724,0.0000,35.8125,0.0000,2.8779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.577,-8.876,3.250,0.356,1.555,0.000000,-0.098219,0.680668,0.157843,0.259707
62,865.72,1.200,-12.056,1.7194,4.8250,0.0000,9.3868,2.7503,49.1726,0.0000,35.8123,0.0000,2.8780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.577,-8.875,3.250,0.356,1.555,0.000000,-0.098221,0.680670,0.157848,0.259702
63,866.62,1.150,-12.044,1.7246,4.8253,0.0000,9.3893,2.7359,49.1783,0.0000,35.8303,0.0000,2.8662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.614,-8.898,3.261,0.357,1.560,0.000000,-0.097901,0.680862,0.157225,0.259814
64,866.59,1.150,-12.044,1.7268,4.8253,0.0000,9.3901,2.7353,49.1773,0.0000,35.8315,0.0000,2.8658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.630,-8.909,3.265,0.358,1.561,0.000000,-0.097891,0.680851,0.157203,0.259837
65,866.60,1.150,-12.044,1.7267,4.8253,0.0000,9.3899,2.7354,49.1775,0.0000,35.8313,0.0000,2.8659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.629,-8.908,3.265,0.358,1.561,0.000000,-0.097893,0.680853,0.157208,0.259832
66,867.52,1.100,-12.032,1.7312,4.8257,0.0000,9.3935,2.7203,49.1814,0.0000,35.8517,0.0000,2.8530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.662,-8.927,3.274,0.359,1.565,0.000000,-0.097535,0.681026,0.156532,0.259977
67,867.48,1.100,-12.032,1.7334,4.8257,0.0000,9.3945,2.7196,49.1801,0.0000,35.8533,0.0000,2.8525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.678,-8.938,3.278,0.359,1.567,0.000000,-0.097522,0.681012,0.156504,0.260006
68,867.49,1.100,-12.032,1.7334,4.8257,0.0000,9.3944,2.7197,49.1803,0.0000,35.8531,0.0000,2.8526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.678,-8.938,3.278,0.359,1.567,0.000000,-0.097524,0.681014,0.156508,0.260002
69,868.44,1.050,-12.019,1.7371,4.8261,0.0000,9.3992,2.7038,49.1821,0.0000,35.8761,0.0000,2.8387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.704,-8.952,3.286,0.360,1.571,0.000000,-0.097125,0.681166,0.155776,0.260184
70,868.39,1.050,-12.020,1.7394,4.8261,0.0000,9.4005,2.7029,49.1804,0.0000,35.8781,0.0000,2.8381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.721,-8.964,3.291,0.360,1.573,0.000000,-0.097110,0.681148,0.155741,0.260221
71,868.39,1.050,-12.020,1.7394,4.8261,0.0000,9.4003,2.7030,49.1806,0.0000,35.8779,0.0000,2.8381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.720,-8.964,3.291,0.360,1.573,0.000000,-0.097111,0.681150,0.155745,0.260217
72,869.37,1.000,-12.007,1.7423,4.8266,0.0000,9.4065,2.6863,49.1802,0.0000,35.9038,0.0000,2.8231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.741,-8.974,3.297,0.361,1.575,0.000000,-0.096670,0.681278,0.154953,0.260439
73,869.31,1.000,-12.008,1.7446,4.8266,0.0000,9.4081,2.6852,49.1780,0.0000,35.9063,0.0000,2.8223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.758,-8.986,3.302,0.361,1.578,0.000000,-0.096651,0.681255,0.154910,0.260485
74,869.31,1.000,-12.008,1.7446,4.8266,0.0000,9.4080,2.6853,49.1782,0.0000,35.9061,0.0000,2.8224,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.757,-8.985,3.302,0.361,1.577,0.000000,-0.096652,0.681257,0.154914,0.260482
75,870.32,0.950,-11.994,1.7466,4.8271,0.0000,9.4157,2.6678,49.1752,0.0000,35.9351,0.0000,2.8062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.771,-8.990,3.306,0.362,1.579,0.000000,-0.096165,0.681357,0.154058,0.260750
76,870.24,0.950,-11.995,1.7490,4.8271,0.0000,9.4176,2.6665,49.1726,0.0000,35.9381,0.0000,2.8053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.788,-9.002,3.311,0.362,1.581,0.000000,-0.096143,0.681330,0.154008,0.260805
77,870.25,0.950,-11.995,1.7489,4.8271,0.0000,9.4174,2.6665,49.1727,0.0000,35.9379,0.0000,2.8053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.788,-9.002,3.311,0.362,1.581,0.000000,-0.096144,0.681331,0.154011,0.260802
78,871.28,0.900,-11.981,1.7499,4.8277,0.0000,9.4269,2.6481,49.1668,0.0000,35.9703,0.0000,2.7879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.793,-9.001,3.314,0.362,1.582,0.000000,-0.095608,0.681399,0.153088,0.261121
79,871.19,0.900,-11.983,1.7524,4.8277,0.0000,9.4291,2.6466,49.1637,0.0000,35.9738,0.0000,2.7868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.811,-9.014,3.318,0.363,1.584,0.000000,-0.095582,0.681366,0.153029,0.261187
80,871.19,0.900,-11.983,1.7523,4.8277,0.0000,9.4290,2.6466,49.1638,0.0000,35.9736,0.0000,2.7869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.810,-9.013,3.318,0.363,1.584,0.000000,-0.095584,0.681368,0.153032,0.261184
