Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),       albite,    anorthite,     sanidine
87,875.06,0.750,-11.925,35.0525,2.6119,58.6738,0.0000,26.1249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8626,6.9061,0.4327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-582.220,-493.301,77.442,13.420,42.385,0.598673,0.376647,0.024679
88,875.06,0.750,-11.925,35.0900,2.6119,58.6738,0.0000,26.1249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8626,6.9061,0.4327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-582.843,-493.828,77.524,13.435,42.431,0.598673,0.376647,0.024679
89,875.06,0.750,-11.925,35.0898,2.6119,58.6738,0.0000,26.1249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8626,6.9061,0.4327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-582.840,-493.826,77.524,13.435,42.430,0.598673,0.376648,0.024679
90,876.23,0.700,-11.908,35.9081,2.6107,58.7868,0.0000,26.0458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7710,6.9507,0.4457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-596.563,-505.302,79.400,13.754,43.431,0.602411,0.372176,0.025414
91,876.23,0.700,-11.908,35.9463,2.6107,58.7868,0.0000,26.0458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7710,6.9507,0.4457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-597.199,-505.841,79.485,13.769,43.477,0.602411,0.372176,0.025414
92,876.23,0.700,-11.908,35.9463,2.6107,58.7868,0.0000,26.0458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7710,6.9507,0.4457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-597.198,-505.840,79.485,13.769,43.477,0.602410,0.372176,0.025414
93,877.43,0.650,-11.891,36.7784,2.6096,58.8991,0.0000,25.9671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6798,6.9945,0.4594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-611.159,-517.507,81.395,14.094,44.495,0.606077,0.367732,0.026191
94,877.43,0.650,-11.891,36.8175,2.6096,58.8991,0.0000,25.9671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6798,6.9945,0.4594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-611.809,-518.058,81.482,14.109,44.543,0.606077,0.367732,0.026191
95,877.43,0.650,-11.891,36.8176,2.6096,58.8991,0.0000,25.9671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6798,6.9945,0.4594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-611.810,-518.058,81.482,14.109,44.543,0.606077,0.367732,0.026191
96,878.66,0.600,-11.873,37.6637,2.6084,59.0104,0.0000,25.8889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5893,7.0374,0.4740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-626.010,-529.918,83.428,14.439,45.578,0.609664,0.363320,0.027016
97,878.66,0.600,-11.873,37.7036,2.6084,59.0104,0.0000,25.8889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5893,7.0374,0.4740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-626.674,-530.480,83.516,14.455,45.626,0.609664,0.363320,0.027016
98,878.65,0.600,-11.873,37.7038,2.6084,59.0104,0.0000,25.8889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5893,7.0374,0.4740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-626.677,-530.482,83.517,14.455,45.626,0.609665,0.363319,0.027016
99,879.91,0.550,-11.855,38.5641,2.6072,59.1207,0.0000,25.8111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4994,7.0793,0.4895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-641.121,-542.536,85.498,14.791,46.679,0.613164,0.358941,0.027894
100,879.91,0.550,-11.855,38.6049,2.6072,59.1207,0.0000,25.8111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4994,7.0793,0.4895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-641.799,-543.110,85.589,14.807,46.729,0.613164,0.358941,0.027894
101,879.91,0.550,-11.855,38.6052,2.6072,59.1207,0.0000,25.8111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4994,7.0793,0.4895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-641.804,-543.114,85.589,14.807,46.729,0.613165,0.358940,0.027895
102,881.21,0.500,-11.836,39.4801,2.6061,59.2299,0.0000,25.7338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4102,7.1201,0.5060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-656.499,-555.368,87.608,15.149,47.800,0.616570,0.354599,0.028832
103,881.21,0.500,-11.836,39.5218,2.6061,59.2299,0.0000,25.7338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4102,7.1201,0.5060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-657.192,-555.955,87.700,15.165,47.851,0.616570,0.354599,0.028832
104,881.20,0.500,-11.836,39.5223,2.6061,59.2299,0.0000,25.7338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4101,7.1201,0.5061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-657.199,-555.961,87.701,15.165,47.851,0.616571,0.354597,0.028832
105,882.53,0.450,-11.817,40.4126,2.6049,59.3379,0.0000,25.6570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3216,7.1596,0.5238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-672.159,-568.426,89.759,15.514,48.941,0.619872,0.350293,0.029836
106,882.53,0.450,-11.817,40.4552,2.6049,59.3379,0.0000,25.6570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3216,7.1596,0.5238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-672.868,-569.026,89.854,15.530,48.993,0.619872,0.350293,0.029836
107,882.53,0.450,-11.817,40.4559,2.6049,59.3380,0.0000,25.6570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3216,7.1596,0.5238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-672.878,-569.035,89.855,15.531,48.994,0.619873,0.350291,0.029836
108,883.90,0.400,-11.796,41.3630,2.6037,59.4448,0.0000,25.5807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2337,7.1978,0.5429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-688.124,-581.728,91.955,15.886,50.105,0.623062,0.346022,0.030917
109,883.90,0.400,-11.796,41.4067,2.6037,59.4448,0.0000,25.5807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2337,7.1978,0.5429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-688.851,-582.343,92.052,15.903,50.158,0.623062,0.346022,0.030917
110,883.89,0.400,-11.797,41.4074,2.6037,59.4449,0.0000,25.5807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2337,7.1978,0.5429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-688.863,-582.354,92.053,15.903,50.159,0.623063,0.346019,0.030917
111,885.30,0.350,-11.776,42.3335,2.6026,59.5507,0.0000,25.5048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1464,7.2346,0.5635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-704.434,-595.307,94.201,16.266,51.293,0.626130,0.341782,0.032088
112,885.30,0.350,-11.776,42.3784,2.6026,59.5507,0.0000,25.5048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1464,7.2346,0.5635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-705.181,-595.938,94.301,16.283,51.348,0.626130,0.341782,0.032088
113,885.29,0.350,-11.776,42.3794,2.6026,59.5507,0.0000,25.5048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1463,7.2346,0.5635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-705.195,-595.952,94.302,16.284,51.349,0.626132,0.341779,0.032089
114,886.75,0.300,-11.754,43.3281,2.6014,59.6556,0.0000,25.4291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0594,7.2698,0.5861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-721.151,-609.214,96.506,16.656,52.511,0.629068,0.337564,0.033368
115,886.75,0.300,-11.754,43.3744,2.6014,59.6556,0.0000,25.4291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0594,7.2698,0.5861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-721.922,-609.865,96.609,16.673,52.567,0.629068,0.337564,0.033368
116,886.74,0.300,-11.754,43.3755,2.6014,59.6556,0.0000,25.4290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0594,7.2698,0.5861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-721.939,-609.881,96.611,16.674,52.568,0.629070,0.337561,0.033368
117,888.26,0.250,-11.731,44.3529,2.6002,59.7598,0.0000,25.3532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9725,7.3033,0.6110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-738.380,-623.533,98.885,17.057,53.766,0.631864,0.333353,0.034782
118,888.26,0.250,-11.731,44.4009,2.6002,59.7598,0.0000,25.3532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9725,7.3033,0.6110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-739.180,-624.209,98.993,17.076,53.824,0.631864,0.333353,0.034782
119,888.25,0.250,-11.732,44.4022,2.6002,59.7599,0.0000,25.3532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9725,7.3034,0.6111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-739.200,-624.227,98.995,17.076,53.826,0.631867,0.333350,0.034783
120,890.64,0.200,-11.693,45.6191,2.5989,59.8660,0.0000,25.2733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8818,7.3305,0.6483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-759.698,-641.167,101.849,17.553,55.317,0.634127,0.328973,0.036900
121,890.64,0.200,-11.693,45.6736,2.5989,59.8660,0.0000,25.2733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8818,7.3305,0.6483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-760.605,-641.932,101.971,17.574,55.383,0.634127,0.328973,0.036900
122,890.64,0.200,-11.693,45.6731,2.5989,59.8660,0.0000,25.2733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8819,7.3305,0.6483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-760.597,-641.925,101.970,17.574,55.383,0.634127,0.328974,0.036899
123,896.54,0.150,-11.592,47.8974,2.5971,59.9823,0.0000,25.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7727,7.3291,0.7419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-798.136,-672.673,107.262,18.443,58.109,0.634014,0.323760,0.042226
124,896.54,0.150,-11.592,47.9704,2.5971,59.9823,0.0000,25.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7727,7.3291,0.7419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-799.352,-673.698,107.425,18.471,58.198,0.634014,0.323760,0.042226
125,896.54,0.150,-11.592,47.9700,2.5971,59.9823,0.0000,25.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7727,7.3291,0.7419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-799.345,-673.692,107.424,18.470,58.197,0.634014,0.323760,0.042226
126,903.00,0.100,-11.482,50.4398,2.5951,60.1007,0.0000,25.0650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6552,7.3072,0.8719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-840.999,-707.712,113.325,19.436,61.222,0.632191,0.318178,0.049631
127,903.00,0.100,-11.482,50.5131,2.5951,60.1007,0.0000,25.0650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6552,7.3072,0.8719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-842.221,-708.740,113.489,19.465,61.311,0.632191,0.318178,0.049631
128,903.00,0.100,-11.482,50.5130,2.5951,60.1007,0.0000,25.0650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6552,7.3072,0.8719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-842.219,-708.738,113.489,19.465,61.311,0.632191,0.318179,0.049631
129,910.49,0.050,-11.355,53.4821,2.5927,60.2272,0.0000,24.9337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5174,7.2450,1.0766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-892.181,-749.430,120.603,20.628,64.938,0.627010,0.311687,0.061303
130,910.49,0.050,-11.355,53.5573,2.5927,60.2272,0.0000,24.9337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5174,7.2450,1.0766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-893.436,-750.484,120.773,20.657,65.029,0.627010,0.311687,0.061303
